round_number,round_name,coder,unit_id,unit_text,theme,code,scope,start_offset,end_offset,quote,memo,created_at,account,account_confidence,account_duration,account_suspension,accountsOrder,aor,condition,num_messages,user_finish_id,user_id
1,round 1,Alireza,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Patterns of behavior,Mix of offensive and non-offensive,span,169,250,"However, they varied in their degree of severity and the context in which they we",,Tue Sep 01 2026 23:35:37 GMT+0000 (Coordinated Universal Time),1,4,14.146,Do not suspend,31542,1,ai,4,801dfa,9fb262f0-c5b4-4b87-a678-6dda4d838ea2
1,round 1,Alireza,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::5,"The message from Account 3 reads: ""If I wasn't surrounded by such great people, there's no way I'd be able to get this thing off the ground."" This statement is positive and expresses appreciation for support from others. It does not contain offensive",,positive content,span,147,220,statement is positive and expresses appreciation for support from others.,,Sun Sep 06 2026 17:17:09 GMT+0000 (Coordinated Universal Time),5,4,7.755,Do not suspend,31542,0,ai,1,801dfa,9fb262f0-c5b4-4b87-a678-6dda4d838ea2
1,round 1,Alireza,9fb262f0-c5b4-4b87-a678-6dda4d838ea2::5,"The message from Account 3 reads: ""If I wasn't surrounded by such great people, there's no way I'd be able to get this thing off the ground."" This statement is positive and expresses appreciation for support from others. It does not contain offensive",Type of offensiveness,No offensive content,span,221,250,It does not contain offensive,,Sun Sep 06 2026 17:17:13 GMT+0000 (Coordinated Universal Time),5,4,7.755,Do not suspend,31542,0,ai,1,801dfa,9fb262f0-c5b4-4b87-a678-6dda4d838ea2
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Hate speech and offensive language,unit,,,,,Tue Sep 01 2026 02:43:17 GMT+0000 (Coordinated Universal Time),1,5,5.674,Suspend,14352,1,control,1,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Death wish,span,36,110,"Saying things like ""I hope you die"" should not be allowed on any platform.",,Tue Sep 01 2026 02:43:23 GMT+0000 (Coordinated Universal Time),1,5,5.674,Suspend,14352,1,control,1,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Type of offensiveness,Hate speech and offensive language,span,111,210,He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.,,Tue Sep 01 2026 02:43:29 GMT+0000 (Coordinated Universal Time),1,5,5.674,Suspend,14352,1,control,1,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::3,This user is using homophobic language which is offensive to the LGBT community. The user is also spreading false information by saying that being gay is a sexual dysfunction and corruption of the brain.,Type of offensiveness,Hate speech and offensive language,span,0,80,This user is using homophobic language which is offensive to the LGBT community.,,Sun Sep 06 2026 19:10:40 GMT+0000 (Coordinated Universal Time),3,5,4.517,Suspend,14352,0.5,control,1,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::3,This user is using homophobic language which is offensive to the LGBT community. The user is also spreading false information by saying that being gay is a sexual dysfunction and corruption of the brain.,Type of offensiveness,misinformation,span,108,125,false information,,Sun Sep 06 2026 19:10:55 GMT+0000 (Coordinated Universal Time),3,5,4.517,Suspend,14352,0.5,control,1,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Type of offensiveness,No offensive content,span,49,83,nothing seemed harmful in any way.,,Tue Sep 01 2026 00:59:34 GMT+0000 (Coordinated Universal Time),5,4.64,6.891,Do not suspend,14352,0,control,7,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Type of offensiveness,No offensive content,span,85,141,"here was no threatening language, no offensive language,",,Tue Sep 01 2026 00:59:46 GMT+0000 (Coordinated Universal Time),5,4.64,6.891,Do not suspend,14352,0,control,7,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a19f544e-7e34-42f0-b9b1-0675b9689d29::5,"After going through a few of the user's messages nothing seemed harmful in any way. There was no threatening language, no offensive language, all of the messages were normal.",Patterns of behavior,Normal behavior,span,142,174,all of the messages were normal.,,Tue Sep 01 2026 00:59:51 GMT+0000 (Coordinated Universal Time),5,4.64,6.891,Do not suspend,14352,0,control,7,adc623,a19f544e-7e34-42f0-b9b1-0675b9689d29
1,round 1,Alireza,a266df2c-6c45-4c88-b6db-d7dc3d62275c::2,The messages contain offensive words.  The message is offensive as well.,Type of offensiveness,Hate speech and offensive language,span,0,37,The messages contain offensive words.,,Sun Sep 06 2026 19:08:58 GMT+0000 (Coordinated Universal Time),2,4.34,5.672,Suspend,12354,0.75,ai,2,258f56,a266df2c-6c45-4c88-b6db-d7dc3d62275c
1,round 1,Alireza,a266df2c-6c45-4c88-b6db-d7dc3d62275c::2,The messages contain offensive words.  The message is offensive as well.,Type of offensiveness,Hate speech and offensive language,span,39,72,The message is offensive as well.,,Sun Sep 06 2026 19:09:02 GMT+0000 (Coordinated Universal Time),2,4.34,5.672,Suspend,12354,0.75,ai,2,258f56,a266df2c-6c45-4c88-b6db-d7dc3d62275c
1,round 1,Alireza,a37571ff-8f28-4459-935f-08b72087e111::3,This person message was very offensive and I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,Type of offensiveness,Hate speech and offensive language,span,0,38,This person message was very offensive,,Tue Sep 01 2026 01:35:35 GMT+0000 (Coordinated Universal Time),3,5,7.495,Suspend,43152,0.5,ai,3,3b6045,a37571ff-8f28-4459-935f-08b72087e111
1,round 1,Alireza,a37571ff-8f28-4459-935f-08b72087e111::3,This person message was very offensive and I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,Patterns of behavior,Consistent offensive behavior,span,43,170,I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,,Tue Sep 01 2026 01:35:53 GMT+0000 (Coordinated Universal Time),3,5,7.495,Suspend,43152,0.5,ai,3,3b6045,a37571ff-8f28-4459-935f-08b72087e111
1,round 1,Alireza,a37571ff-8f28-4459-935f-08b72087e111::4,I did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,Type of offensiveness,No offensive content,span,2,129,did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,,Sun Sep 06 2026 19:09:14 GMT+0000 (Coordinated Universal Time),4,4.03,8.789,Do not suspend,43152,0.25,ai,2,3b6045,a37571ff-8f28-4459-935f-08b72087e111
1,round 1,Alireza,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc::2,Death threats and harmful language,Type of offensiveness,Death wish,span,0,13,Death threats,,Tue Sep 01 2026 02:12:24 GMT+0000 (Coordinated Universal Time),2,5,3.466,Suspend,31452,0.75,ai,5,5b7732,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc
1,round 1,Alireza,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc::2,Death threats and harmful language,Type of offensiveness,Hate speech and offensive language,span,18,34,harmful language,,Tue Sep 01 2026 02:12:34 GMT+0000 (Coordinated Universal Time),2,5,3.466,Suspend,31452,0.75,ai,5,5b7732,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc
1,round 1,Alireza,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc::3,Hate speech and harmful language,Type of offensiveness,Hate speech and offensive language,span,0,32,Hate speech and harmful language,,Sun Sep 06 2026 19:03:50 GMT+0000 (Coordinated Universal Time),3,3.03,7.666,Suspend,31452,0.5,ai,3,5b7732,a49a0d6f-ac15-4e67-a8ed-1d0a155bf7cc
1,round 1,Alireza,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::5,Looks like ordinary messages. Nothing wrong here.,Patterns of behavior,Normal behavior,span,0,28,Looks like ordinary messages,,Tue Sep 01 2026 00:58:09 GMT+0000 (Coordinated Universal Time),5,5,2.929,Do not suspend,23514,0,crowd,8,85059f,a5ac73fc-5886-46ff-9721-5919ae1bd1ea
1,round 1,Alireza,a5ac73fc-5886-46ff-9721-5919ae1bd1ea::5,Looks like ordinary messages. Nothing wrong here.,Type of offensiveness,No offensive content,span,30,49,Nothing wrong here.,,Tue Sep 01 2026 00:57:14 GMT+0000 (Coordinated Universal Time),5,5,2.929,Do not suspend,23514,0,crowd,8,85059f,a5ac73fc-5886-46ff-9721-5919ae1bd1ea
1,round 1,Alireza,a69e967a-c238-4245-8091-e518ed2326f6::2,More inflammatory remarks about someone's orientation plus threats of violence should be automatically suspended or a permanent ban. The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,Decision outcomes,Permanent ban,span,89,131,automatically suspended or a permanent ban,,Tue Sep 01 2026 01:21:35 GMT+0000 (Coordinated Universal Time),2,3.76,10.693,Suspend,43512,0.75,control,4,b23175,a69e967a-c238-4245-8091-e518ed2326f6
1,round 1,Alireza,a69e967a-c238-4245-8091-e518ed2326f6::2,More inflammatory remarks about someone's orientation plus threats of violence should be automatically suspended or a permanent ban. The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,Patterns of behavior,Majority offesnive,span,133,229,The one off random inoffensive comment doesn't undo all of the vitriol this person is presenting,,Tue Sep 01 2026 01:21:01 GMT+0000 (Coordinated Universal Time),2,3.76,10.693,Suspend,43512,0.75,control,4,b23175,a69e967a-c238-4245-8091-e518ed2326f6
1,round 1,Alireza,a7cbb72d-1707-41a6-b769-68c7df9643df::1,They wished death upon people and pets and also used foul and offensive language in nearly every message.,Type of offensiveness,Death wish,span,0,29,They wished death upon people,,Tue Sep 01 2026 02:40:00 GMT+0000 (Coordinated Universal Time),1,5,4.018,Suspend,42513,1,control,7,345608,a7cbb72d-1707-41a6-b769-68c7df9643df
1,round 1,Alireza,a7cbb72d-1707-41a6-b769-68c7df9643df::1,They wished death upon people and pets and also used foul and offensive language in nearly every message.,Type of offensiveness,Hate speech and offensive language,span,48,105,used foul and offensive language in nearly every message.,,Tue Sep 01 2026 02:40:08 GMT+0000 (Coordinated Universal Time),1,5,4.018,Suspend,42513,1,control,7,345608,a7cbb72d-1707-41a6-b769-68c7df9643df
1,round 1,Alireza,a7cbb72d-1707-41a6-b769-68c7df9643df::3,They are bullying people by making rude and derogatory remarks. Foul and offensive language.,Type of offensiveness,Hate speech and offensive language,span,0,62,They are bullying people by making rude and derogatory remarks,,Mon Sep 07 2026 19:04:40 GMT+0000 (Coordinated Universal Time),3,5,2.586,Suspend,42513,0.5,control,7,345608,a7cbb72d-1707-41a6-b769-68c7df9643df
1,round 1,Alireza,a7cbb72d-1707-41a6-b769-68c7df9643df::3,They are bullying people by making rude and derogatory remarks. Foul and offensive language.,Type of offensiveness,Hate speech and offensive language,span,64,92,Foul and offensive language.,,Mon Sep 07 2026 19:04:43 GMT+0000 (Coordinated Universal Time),3,5,2.586,Suspend,42513,0.5,control,7,345608,a7cbb72d-1707-41a6-b769-68c7df9643df
1,round 1,Alireza,ad582db9-01fb-46c2-af45-c5eb21b93152::3,Hate speech.,Type of offensiveness,Hate speech and offensive language,span,0,12,Hate speech.,,Mon Sep 07 2026 19:13:07 GMT+0000 (Coordinated Universal Time),3,4.96,4.198,Suspend,43512,0.5,crowd,1,787c08,ad582db9-01fb-46c2-af45-c5eb21b93152
1,round 1,Alireza,ad582db9-01fb-46c2-af45-c5eb21b93152::4,Threatened to kill someone and very violent manner.,Type of offensiveness,Threats of violence,span,0,26,Threatened to kill someone,,Mon Sep 07 2026 18:45:15 GMT+0000 (Coordinated Universal Time),4,4.49,6.736,Suspend,43512,0.25,crowd,4,787c08,ad582db9-01fb-46c2-af45-c5eb21b93152
1,round 1,Alireza,ad582db9-01fb-46c2-af45-c5eb21b93152::4,Threatened to kill someone and very violent manner.,Type of offensiveness,Threats of violence,span,31,51,very violent manner.,,Mon Sep 07 2026 18:45:18 GMT+0000 (Coordinated Universal Time),4,4.49,6.736,Suspend,43512,0.25,crowd,4,787c08,ad582db9-01fb-46c2-af45-c5eb21b93152
1,round 1,Alireza,aeef090c-83b3-4673-94f4-430f07296bf8::2,Because message was offensive,Type of offensiveness,Hate speech and offensive language,span,0,29,Because message was offensive,,Tue Sep 01 2026 02:39:12 GMT+0000 (Coordinated Universal Time),2,3.62,5.222,Suspend,53241,0.75,ai,1,72cb99,aeef090c-83b3-4673-94f4-430f07296bf8
1,round 1,Alireza,aeef090c-83b3-4673-94f4-430f07296bf8::5,Because message was not offensive,Type of offensiveness,No offensive content,span,0,33,Because message was not offensive,,Sun Sep 06 2026 19:14:18 GMT+0000 (Coordinated Universal Time),5,3.52,32.666,Do not suspend,53241,0,ai,5,72cb99,aeef090c-83b3-4673-94f4-430f07296bf8
1,round 1,Alireza,af5c7eb6-219e-440f-8cbe-ddd5c7ac14d0::4,This is just normal social media activity for a normal user. Message one is just somebody calling someone out for not having proof of something. Message 2 is just happy.,Patterns of behavior,Normal behavior,span,0,41,This is just normal social media activity,,Tue Sep 01 2026 00:58:18 GMT+0000 (Coordinated Universal Time),4,5,5.556,Do not suspend,45132,0.25,crowd,2,84c51d,af5c7eb6-219e-440f-8cbe-ddd5c7ac14d0
1,round 1,Alireza,af5c7eb6-219e-440f-8cbe-ddd5c7ac14d0::4,This is just normal social media activity for a normal user. Message one is just somebody calling someone out for not having proof of something. Message 2 is just happy.,Type of offensiveness,No offensive content,span,145,169,Message 2 is just happy.,,Tue Sep 01 2026 00:58:57 GMT+0000 (Coordinated Universal Time),4,5,5.556,Do not suspend,45132,0.25,crowd,2,84c51d,af5c7eb6-219e-440f-8cbe-ddd5c7ac14d0
1,round 1,Alireza,af7150ce-c2f5-4d7b-bf72-be3e6e8524b7::5,None of the language used is harmful or offensive. Normal messages.,Type of offensiveness,No offensive content,span,0,67,None of the language used is harmful or offensive. Normal messages.,,Sun Sep 06 2026 18:51:52 GMT+0000 (Coordinated Universal Time),5,4.82,3.947,Do not suspend,43521,0,crowd,6,b29ddd,af7150ce-c2f5-4d7b-bf72-be3e6e8524b7
1,round 1,Alireza,b205e39f-34b8-463f-9bcc-9f92f68fad67::4,Tow death threats out of seven posts.  I have a strict policy of not threatening death any more than once every tenth comment. (Common sense here.),Type of offensiveness,Threats of violence,span,0,36,Tow death threats out of seven posts,,Sun Sep 06 2026 18:42:07 GMT+0000 (Coordinated Universal Time),4,5,5.322,Suspend,25143,0.25,ai,7,adc481,b205e39f-34b8-463f-9bcc-9f92f68fad67
1,round 1,Alireza,b205e39f-34b8-463f-9bcc-9f92f68fad67::4,Tow death threats out of seven posts.  I have a strict policy of not threatening death any more than once every tenth comment. (Common sense here.),Patterns of behavior,Majority offesnive,span,39,147,I have a strict policy of not threatening death any more than once every tenth comment. (Common sense here.),,Sun Sep 06 2026 18:42:52 GMT+0000 (Coordinated Universal Time),4,5,5.322,Suspend,25143,0.25,ai,7,adc481,b205e39f-34b8-463f-9bcc-9f92f68fad67
1,round 1,Alireza,b2e75f28-ca12-40c6-b543-ceff670730e1::2,This person should not only be banned but arrested for making threats as well. This is scary and this person is dangerous.,Decision outcomes,Consequences beyond suspencion,span,0,78,This person should not only be banned but arrested for making threats as well.,,Tue Sep 01 2026 02:45:26 GMT+0000 (Coordinated Universal Time),2,5,4.04,Suspend,13524,0.75,ai,1,af299e,b2e75f28-ca12-40c6-b543-ceff670730e1
1,round 1,Alireza,b2e75f28-ca12-40c6-b543-ceff670730e1::2,This person should not only be banned but arrested for making threats as well. This is scary and this person is dangerous.,Decision outcomes,Consequences beyond suspencion,span,80,121,his is scary and this person is dangerous,,Tue Sep 01 2026 02:45:38 GMT+0000 (Coordinated Universal Time),2,5,4.04,Suspend,13524,0.75,ai,1,af299e,b2e75f28-ca12-40c6-b543-ceff670730e1
1,round 1,Alireza,b4f2aceb-f109-4ece-8c52-516dff26824f::2,The user threatened to kill people and used homophobic language; pretty clear suspend situation.,Type of offensiveness,Threats of violence,span,9,27,threatened to kill,,Sun Sep 06 2026 19:10:01 GMT+0000 (Coordinated Universal Time),2,5,1.929,Suspend,13542,0.75,control,2,258265,b4f2aceb-f109-4ece-8c52-516dff26824f
1,round 1,Alireza,b4f2aceb-f109-4ece-8c52-516dff26824f::2,The user threatened to kill people and used homophobic language; pretty clear suspend situation.,Type of offensiveness,Hate speech and offensive language,span,44,63,homophobic language,,Sun Sep 06 2026 19:10:08 GMT+0000 (Coordinated Universal Time),2,5,1.929,Suspend,13542,0.75,control,2,258265,b4f2aceb-f109-4ece-8c52-516dff26824f
1,round 1,Alireza,b4f2aceb-f109-4ece-8c52-516dff26824f::4,Looked fine at first but then the user threatened to kill people which obviously would go against all social media TOS...,Type of offensiveness,Death wish,span,34,64,user threatened to kill people,,Tue Sep 01 2026 02:12:12 GMT+0000 (Coordinated Universal Time),4,5,2.503,Suspend,13542,0.25,control,7,258265,b4f2aceb-f109-4ece-8c52-516dff26824f
1,round 1,Alireza,b63113e4-de0c-4278-a1df-c8c49b7f45ce::3,A whole bunch of nasty words. It all seemed like an attack.,Patterns of behavior,Consistent offensive behavior,span,0,28,A whole bunch of nasty words,,Sun Sep 06 2026 17:18:48 GMT+0000 (Coordinated Universal Time),3,4.92,3.86,Suspend,43521,0.5,control,3,ac1eae,b63113e4-de0c-4278-a1df-c8c49b7f45ce
1,round 1,Alireza,b63113e4-de0c-4278-a1df-c8c49b7f45ce::3,A whole bunch of nasty words. It all seemed like an attack.,Type of offensiveness,Threats of violence,span,30,59,It all seemed like an attack.,,Sun Sep 06 2026 17:18:55 GMT+0000 (Coordinated Universal Time),3,4.92,3.86,Suspend,43521,0.5,control,3,ac1eae,b63113e4-de0c-4278-a1df-c8c49b7f45ce
1,round 1,Alireza,b63113e4-de0c-4278-a1df-c8c49b7f45ce::5,Nothing that was said was rude or an attack.,Type of offensiveness,No offensive content,span,0,44,Nothing that was said was rude or an attack.,,Mon Sep 07 2026 19:03:28 GMT+0000 (Coordinated Universal Time),5,4.93,2.544,Do not suspend,43521,0,control,2,ac1eae,b63113e4-de0c-4278-a1df-c8c49b7f45ce
1,round 1,Alireza,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::1,This is extremely offensive and targeted towards the message receiver.,Type of offensiveness,Hate speech and offensive language,span,0,70,This is extremely offensive and targeted towards the message receiver.,,Tue Sep 01 2026 01:50:48 GMT+0000 (Coordinated Universal Time),1,5,4.811,Suspend,43125,1,ai,1,615c31,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6
1,round 1,Alireza,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::3,The message contained very offensive language that was targeted towards someone else.,Type of offensiveness,Hate speech and offensive language,span,0,85,The message contained very offensive language that was targeted towards someone else.,,Tue Sep 01 2026 01:25:11 GMT+0000 (Coordinated Universal Time),3,5,7.134,Suspend,43125,0.5,ai,1,615c31,b6b0dd0d-1f6d-4ee0-810f-69707200d1b6
1,round 1,Alireza,bca2b95f-7226-4f43-82f4-830afcaac965::4,"The first was negative but hardly offensive. The second seems innocent, but following the first it was hard to be sure. The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off",Justifications,Not too offensive,span,23,44,but hardly offensive.,,Tue Sep 01 2026 01:30:10 GMT+0000 (Coordinated Universal Time),4,3.48,5.818,Suspend,35241,0.25,ai,11,c26fc4,bca2b95f-7226-4f43-82f4-830afcaac965
1,round 1,Alireza,bca2b95f-7226-4f43-82f4-830afcaac965::4,"The first was negative but hardly offensive. The second seems innocent, but following the first it was hard to be sure. The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off",Patterns of behavior,Consistent offensive behavior,span,120,250,The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off,,Tue Sep 01 2026 01:30:34 GMT+0000 (Coordinated Universal Time),4,3.48,5.818,Suspend,35241,0.25,ai,11,c26fc4,bca2b95f-7226-4f43-82f4-830afcaac965
1,round 1,Alireza,bd79c313-854a-41ba-9ec5-9258e4002f4c::3,"Again, the name calling is highly derogatory.",Type of offensiveness,Hate speech and offensive language,span,7,45,the name calling is highly derogatory.,,Tue Sep 01 2026 02:39:36 GMT+0000 (Coordinated Universal Time),3,4.01,3.456,Suspend,45132,0.5,control,5,6e910b,bd79c313-854a-41ba-9ec5-9258e4002f4c
1,round 1,Alireza,bd79c313-854a-41ba-9ec5-9258e4002f4c::5,The messages were not offensive in nature and targeted no one.,Type of offensiveness,No offensive content,span,1,62,he messages were not offensive in nature and targeted no one.,,Sun Sep 06 2026 19:01:35 GMT+0000 (Coordinated Universal Time),5,3.97,3.651,Do not suspend,45132,0,control,4,6e910b,bd79c313-854a-41ba-9ec5-9258e4002f4c
1,round 1,Alireza,bedc9a1a-10e3-44c7-bb4d-39124442903c::2,This is a case where someone is being threatened,Type of offensiveness,Threats of violence,unit,,,,,Sun Sep 06 2026 17:26:49 GMT+0000 (Coordinated Universal Time),2,3.99,6.243,Suspend,45213,0.75,crowd,1,4.41E+03,bedc9a1a-10e3-44c7-bb4d-39124442903c
1,round 1,Alireza,bef3e651-f359-42d6-8fe2-4f5d8679094b::3,The phrase 'dysfunction sexual' indicates to me this person is a troll or a bot from another country that doesn't speak English.,Type of offensiveness,Hate speech and offensive language,span,0,31,The phrase 'dysfunction sexual',,Mon Aug 31 2026 23:30:16 GMT+0000 (Coordinated Universal Time),3,3.28,5.152,Suspend,13425,0.5,ai,11,5a86f9,bef3e651-f359-42d6-8fe2-4f5d8679094b
1,round 1,Alireza,bef3e651-f359-42d6-8fe2-4f5d8679094b::3,The phrase 'dysfunction sexual' indicates to me this person is a troll or a bot from another country that doesn't speak English.,Patterns of behavior,Troll or bot,span,53,128,person is a troll or a bot from another country that doesn't speak English.,,Mon Aug 31 2026 23:31:50 GMT+0000 (Coordinated Universal Time),3,3.28,5.152,Suspend,13425,0.5,ai,11,5a86f9,bef3e651-f359-42d6-8fe2-4f5d8679094b
1,round 1,Alireza,c1c49268-65da-4292-9bf1-aee628702e30::5,positive and thoughtful messages,,positive content,span,0,8,positive,,Sun Sep 06 2026 17:19:34 GMT+0000 (Coordinated Universal Time),5,5,5.954,Do not suspend,34251,0,crowd,2,e73c41,c1c49268-65da-4292-9bf1-aee628702e30
1,round 1,Alireza,c1c49268-65da-4292-9bf1-aee628702e30::5,positive and thoughtful messages,Positive content,Calm and thoughtful,span,13,32,thoughtful messages,,Sun Sep 06 2026 17:19:48 GMT+0000 (Coordinated Universal Time),5,5,5.954,Do not suspend,34251,0,crowd,2,e73c41,c1c49268-65da-4292-9bf1-aee628702e30
1,round 1,Alireza,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::1,This messages that were presented were all extremely offensive and full of hate. Bigotry and telling someone that they wished they and their dog would die should not be allowed.,Patterns of behavior,Consistent offensive behavior,span,0,62,This messages that were presented were all extremely offensive,,Tue Sep 01 2026 01:19:10 GMT+0000 (Coordinated Universal Time),1,5,7.404,Suspend,13254,1,control,3,73b2ff,c24f2390-4cb5-45d7-85ee-2263bbf61e7c
1,round 1,Alireza,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::1,This messages that were presented were all extremely offensive and full of hate. Bigotry and telling someone that they wished they and their dog would die should not be allowed.,Type of offensiveness,Hate speech and offensive language,span,67,79,full of hate,,Tue Sep 01 2026 01:19:14 GMT+0000 (Coordinated Universal Time),1,5,7.404,Suspend,13254,1,control,3,73b2ff,c24f2390-4cb5-45d7-85ee-2263bbf61e7c
1,round 1,Alireza,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::1,This messages that were presented were all extremely offensive and full of hate. Bigotry and telling someone that they wished they and their dog would die should not be allowed.,Type of offensiveness,Hate speech and offensive language,span,81,108,Bigotry and telling someone,,Tue Sep 01 2026 01:19:24 GMT+0000 (Coordinated Universal Time),1,5,7.404,Suspend,13254,1,control,3,73b2ff,c24f2390-4cb5-45d7-85ee-2263bbf61e7c
1,round 1,Alireza,c24f2390-4cb5-45d7-85ee-2263bbf61e7c::1,This messages that were presented were all extremely offensive and full of hate. Bigotry and telling someone that they wished they and their dog would die should not be allowed.,Type of offensiveness,Death wish,span,114,154,they wished they and their dog would die,,Tue Sep 01 2026 01:20:07 GMT+0000 (Coordinated Universal Time),1,5,7.404,Suspend,13254,1,control,3,73b2ff,c24f2390-4cb5-45d7-85ee-2263bbf61e7c
1,round 1,Alireza,c44e69cf-f4f8-49b8-b6bd-dd591e275204::1,Account 3 made offensive and homophobic remarks and should not be able to message or use their acccount.,Type of offensiveness,Hate speech and offensive language,span,15,47,offensive and homophobic remarks,,Sun Sep 06 2026 17:17:59 GMT+0000 (Coordinated Universal Time),1,5,3.203,Suspend,34152,1,ai,1,71209e,c44e69cf-f4f8-49b8-b6bd-dd591e275204
1,round 1,Alireza,c44e69cf-f4f8-49b8-b6bd-dd591e275204::3,Account 1 made extremely offensive remarks that would be classified as verbal assault if said face-to-face in real life.,Type of offensiveness,Hate speech and offensive language,span,10,120,made extremely offensive remarks that would be classified as verbal assault if said face-to-face in real life.,,Tue Sep 01 2026 01:36:44 GMT+0000 (Coordinated Universal Time),3,4,4.721,Suspend,34152,0.5,ai,1,71209e,c44e69cf-f4f8-49b8-b6bd-dd591e275204
1,round 1,Alireza,c527f981-4f55-4b7c-a648-27d8a79facb1::2,"Not only did account 3 use slurs, but they also threaten another user with lethal violence and admit to committing a crime.",Type of offensiveness,Hate speech and offensive language,unit,,,,,Sun Sep 06 2026 18:56:42 GMT+0000 (Coordinated Universal Time),2,5,3.318,Suspend,53214,0.75,ai,2,fedb6a,c527f981-4f55-4b7c-a648-27d8a79facb1
1,round 1,Alireza,c527f981-4f55-4b7c-a648-27d8a79facb1::2,"Not only did account 3 use slurs, but they also threaten another user with lethal violence and admit to committing a crime.",Type of offensiveness,Threats of violence,span,34,123,but they also threaten another user with lethal violence and admit to committing a crime.,,Sun Sep 06 2026 18:56:48 GMT+0000 (Coordinated Universal Time),2,5,3.318,Suspend,53214,0.75,ai,2,fedb6a,c527f981-4f55-4b7c-a648-27d8a79facb1
1,round 1,Alireza,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff::1,"Account 5 contains nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche.

Message 2: ""Your dog deserves to die like the stupid dog he is. Where is the death when we need it?"" Is the most hurtful of them all.",Patterns of behavior,Consistent offensive behavior,span,19,111,nothing but hurtful and suicidal comments that have only the intent to harm someone's psyche,,Tue Sep 01 2026 01:26:33 GMT+0000 (Coordinated Universal Time),1,5,6.383,Suspend,35241,1,control,5,cda2dd,c5c9cae2-2617-48fa-adb7-c0e822b8b5ff
